Press: Table 1
Date	Link	Headline	Paper	Desc	Desc				Add	
23 Jan 1799	Pre sn	"""From The London Gazette, Jan. 22."""	Times	Baymen fortify			1	"""From The London Gazette, Jan. 22."" Times, 23 Jan. 1799"	"""From The London Gazette, Jan. 22."" Times, 23 Jan. 1799, p. 1. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS17046583/TTDA?u=camb55135&sid=TTDA&xid=5842e4e7. Accessed 17 Feb. 2021."	
28 Mar 1799	Bur sn	"""News."""	Courier	All well			3	"""News."" Courier, 28 Mar. 1799"	"""News."" Courier, 28 Mar. 1799. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001358160/BBCN?u=camb55135&sid=BBCN&xid=db9a18d0. Accessed 16 Feb. 2021."	
8 May 1799	Pre 124	[Capt. W. Odlie; Honduras; George; New-Orleans; Martin; Captain George; Washington].	"Greenleaf's New York Journal, LII (124)"	 			"[Capt. W. Odlie; Honduras; George; New-Orleans; Martin; Captain George; Washington]. (1799, May 8"	"[Capt. W. Odlie; Honduras; George; New-Orleans; Martin; Captain George; Washington]. (1799, May 8). Greenleaf's New York Journal, LII (124)"	"[Capt. W. Odlie; Honduras; George; New-Orleans; Martin; Captain George; Washington]. (1799, May 8). Greenleaf's New York Journal, LII (124), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109215B64EAFB460%40EANX-119726289842AD98%402378259-11972628BA9711B8%401-11972628F46953F0%40%255BCapt.%2BW.%2BOdlie%253B%2BHonduras%253B%2BGeorge%253B%2BNew-Orleans%253B%2BMartin%253B%2BCaptain%2BGeorge%253B%2BWashington%255D."	
13 May 1799	Pre 1893	[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable].	"Independent Chronicle, XXXI (1893)"	 			"[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable]. (1799, May 13"	"[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable]. (1799, May 13). Independent Chronicle, XXXI (1893)"	"[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable]. (1799, May 13). Independent Chronicle, XXXI (1893), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E83A29E4EE558%40EANX-10EF88058B40D430%402378264-10EF8805C3EB72D0%401-10EF8806AE4D68A8%40%255BCapt.%2BW.%2BOdlin%253B%2BRambler%253B%2BHonduras%253B%2BGeorge%253B%2BNew%2BOrleans%253B%2BMurtin%2527s%2BReef%253B%2BCape%2BSable%255D."	
29 May 1799	Pre 1289	"Extract of a Letter from a Gentleman of Responsibility, Residing at the Bay of Honduras."	"Greenleaf's New York Journal, LII (1289)"	Eng embargo Amer			"Extract of a Letter from a Gentleman of Responsibility, Residing at the Bay of Honduras. (1799, May 29"	"Extract of a Letter from a Gentleman of Responsibility, Residing at the Bay of Honduras. (1799, May 29). Greenleaf's New York Journal, LII (1289)"	"Extract of a Letter from a Gentleman of Responsibility, Residing at the Bay of Honduras. (1799, May 29). Greenleaf's New York Journal, LII (1289), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109215B64EAFB460%40EANX-119725D2D9872030%402378280-119725D2F4AD8CC8%402-119725D3411B0CF0%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Ba%2BGentleman%2Bof%2BResponsibility%252C%2BResiding%2Bat%2Bthe%2BBay%2Bof%2BHonduras."	
4 Jun 1799	Pre 45	[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla].	"Massachusetts Mercury, XIII (45)"	 			"[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla]. (1799, June 4"	"[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla]. (1799, June 4). Massachusetts Mercury, XIII (45)"	"[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla]. (1799, June 4). Massachusetts Mercury, XIII (45), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E87DB8B96B490%40EANX-10AEDF6E786AB020%402378286-10AEDF6EAC70C520%401-10AEDF6FB20C6C78%40%255BNew-York%253B%2BBay%253B%2BHondoras%253B%2BManufactured%253B%2BGoods%253B%2BCaptain%253B%2BBaltimore%253B%2BFrancois%253B%2BCamilla%255D."	
6 Jun 1799	Pre 1900	"New-York, May 29."	"Independent Chronicle, XXXI (1900)"	 			"New-York, May 29. (1799, June 6"	"New-York, May 29. (1799, June 6). Independent Chronicle, XXXI (1900)"	"New-York, May 29. (1799, June 6). Independent Chronicle, XXXI (1900), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E83A29E4EE558%40EANX-10EF881CECAE2410%402378288-10EF881E03AFC190%402-10EF881F40E245C8%40New-York%252C%2BMay%2B29."	
8 Jun 1799	Pre 28	"Recent Omissions. New-York, May 29."	"Columbian Centinel, XXXI (28)"	 			"Recent Omissions. New-York, May 29. (1799, June 8"	"Recent Omissions. New-York, May 29. (1799, June 8). Columbian Centinel, XXXI (28)"	"Recent Omissions. New-York, May 29. (1799, June 8). Columbian Centinel, XXXI (28), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-10644B83DEA83677%402378290-10644B83EC688260%400-10644B84D94CF0C3%40Recent%2BOmissions.%2BNew-York%252C%2BMay%2B29."	
9 Aug 1799	Pre 2199	[Fair American; Isaac Andrews; Jamaica; Kingston; Captain Kennedy; Portsmouth].	Mercantile Advertiser (2199)	 			"[Fair American; Isaac Andrews; Jamaica; Kingston; Captain Kennedy; Portsmouth]. (1799, August 9"	"[Fair American; Isaac Andrews; Jamaica; Kingston; Captain Kennedy; Portsmouth]. (1799, August 9). Mercantile Advertiser (2199)"	"[Fair American; Isaac Andrews; Jamaica; Kingston; Captain Kennedy; Portsmouth]. (1799, August 9). Mercantile Advertiser (2199), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D02668B97021D0%402378352-10D026695A6E28B8%403-10D0266D3224F9A0%40%255BFair%2BAmerican%253B%2BIsaac%2BAndrews%253B%2BJamaica%253B%2BKingston%253B%2BCaptain%2BKennedy%253B%2BPortsmouth%255D."	
16 Aug 1799	Pre 4269	[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas].	New-York Gazette (4269)	 			"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16"	"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16). New-York Gazette (4269)"	"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16). New-York Gazette (4269), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D345D01D2428C8%40EANX-10D597981F3CEED8%402378359-10D59798930B1F40%402-10D59799EC94A0D0%40%255BHonduras%253B%2BEliza%2BBrown%253B%2BJamaica%253B%2BGrimes%253B%2BSt.%2BThomas%255D."	
16 Aug 1799	Pre 4269	[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas].	New-York Gazette (4269)	 			"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16"	"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16). New-York Gazette (4269)"	"[Honduras; Eliza Brown; Jamaica; Grimes; St. Thomas]. (1799, August 16). New-York Gazette (4269), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D345D01D2428C8%40EANX-10D597981F3CEED8%402378359-10D59798930B1F40%402-10D59799EC94A0D0%40%255BHonduras%253B%2BEliza%2BBrown%253B%2BJamaica%253B%2BGrimes%253B%2BSt.%2BThomas%255D."	
28 Aug 1799	Pre 2214	[Arrived; Monday; Fair American; Crea; Honduras Bay; Niagara; Brooklyn; August; Havanna].	Mercantile Advertiser (2214)	 			"[Arrived; Monday; Fair American; Crea; Honduras Bay; Niagara; Brooklyn; August; Havanna]. (1799, August 28"	"[Arrived; Monday; Fair American; Crea; Honduras Bay; Niagara; Brooklyn; August; Havanna]. (1799, August 28). Mercantile Advertiser (2214)"	"[Arrived; Monday; Fair American; Crea; Honduras Bay; Niagara; Brooklyn; August; Havanna]. (1799, August 28). Mercantile Advertiser (2214), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D026C330502A00%402378371-10D026C3C9C32D10%402-10D026C62888C520%40%255BArrived%253B%2BMonday%253B%2BFair%2BAmerican%253B%2BCrea%253B%2BHonduras%2BBay%253B%2BNiagara%253B%2BBrooklyn%253B%2BAugust%253B%2BHavanna%255D."	
12 Oct 1799	Pre 2253	[Lark; Captain Gilberts; Honduras; Bay; James; New-York; Philadelphia; Harmony].	Mercantile Advertiser (2253)	 			"[Lark; Captain Gilberts; Honduras; Bay; James; New-York; Philadelphia; Harmony]. (1799, October 12"	"[Lark; Captain Gilberts; Honduras; Bay; James; New-York; Philadelphia; Harmony]. (1799, October 12). Mercantile Advertiser (2253)"	"[Lark; Captain Gilberts; Honduras; Bay; James; New-York; Philadelphia; Harmony]. (1799, October 12). Mercantile Advertiser (2253), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D0271711E46DD8%402378416-10D02717D2C5C940%403-10D0271B243B0640%40%255BLark%253B%2BCaptain%2BGilberts%253B%2BHonduras%253B%2BBay%253B%2BJames%253B%2BNew-York%253B%2BPhiladelphia%253B%2BHarmony%255D."	
29 Mar 1800	Pre 2392	[Luinda; New-Bedford; Jamaica; Commodore; Truxton; Port-Royal; Capt. Murray].	Mercantile Advertiser (2392)	 			"[Luinda; New-Bedford; Jamaica; Commodore; Truxton; Port-Royal; Capt. Murray]. (1800, March 29"	"[Luinda; New-Bedford; Jamaica; Commodore; Truxton; Port-Royal; Capt. Murray]. (1800, March 29). Mercantile Advertiser (2392)"	"[Luinda; New-Bedford; Jamaica; Commodore; Truxton; Port-Royal; Capt. Murray]. (1800, March 29). Mercantile Advertiser (2392), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D30C991CAC8F98%402378584-10D30C9963CF3898%401-10D30C9ACD6978C0%40%255BLuinda%253B%2BNew-Bedford%253B%2BJamaica%253B%2BCommodore%253B%2BTruxton%253B%2BPort-Royal%253B%2BCapt.%2BMurray%255D."	
8 Apr 1800	Pre 4728	"From Jamaica Papers. Kingston, Feb. 15."	"Daily Advertiser, XVI (4728)"	 			"From Jamaica Papers. Kingston, Feb. 15. (1800, April 8"	"From Jamaica Papers. Kingston, Feb. 15. (1800, April 8). Daily Advertiser, XVI (4728)"	"From Jamaica Papers. Kingston, Feb. 15. (1800, April 8). Daily Advertiser, XVI (4728), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10DA073503A6C8B0%402378594-10DA07354AA674A8%401-10DA0736E32EF540%40From%2BJamaica%2BPapers.%2BKingston%252C%2BFeb.%2B15."	
30 May 1800	Pre 825	"Extract of a Letter from Capt. Charles Henderson of the Brig Sally, of New-York, to Hsi Owner, Dated Bay of Honduras, April 15, 1800."	"Commercial Advertiser, III (825)"	 			"Extract of a Letter from Capt. Charles Henderson of the Brig Sally, of New-York, to Hsi Owner, Dated Bay of Honduras, April 15, 1800. (1800, May 30"	"Extract of a Letter from Capt. Charles Henderson of the Brig Sally, of New-York, to Hsi Owner, Dated Bay of Honduras, April 15, 1800. (1800, May 30). Commercial Advertiser, III (825)"	"Extract of a Letter from Capt. Charles Henderson of the Brig Sally, of New-York, to Hsi Owner, Dated Bay of Honduras, April 15, 1800. (1800, May 30). Commercial Advertiser, III (825), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E924036998A0%40EANX-10646F153314AAEE%402378646-10646F15B536CB38%402-10646F17A5D6DED3%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCapt.%2BCharles%2BHenderson%2Bof%2Bthe%2BBrig%2BSally%252C%2Bof%2BNew-York%252C%2Bto%2BHsi%2BOwner%252C%2BDated%2BBay%2Bof%2BHonduras%252C%2BApril%2B15%252C%2B1800."	
9 Jun 1800	Pre 78	[Philadelphia; Gazette; Lord Grenville; Mr. King; British; Honduras; British; Japan].	"American Citizen, I (78)"	Eng embargo Amer			"[Philadelphia; Gazette; Lord Grenville; Mr. King; British; Honduras; British; Japan]. (1800, June 9"	"[Philadelphia; Gazette; Lord Grenville; Mr. King; British; Honduras; British; Japan]. (1800, June 9). American Citizen, I (78)"	"[Philadelphia; Gazette; Lord Grenville; Mr. King; British; Honduras; British; Japan]. (1800, June 9). American Citizen, I (78), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C89F2599BFC08%40EANX-10A08B03856E9060%402378656-10A08B03C95CC638%401-10A08B053B05DD00%40%255BPhiladelphia%253B%2BGazette%253B%2BLord%2BGrenville%253B%2BMr.%2BKing%253B%2BBritish%253B%2BHonduras%253B%2BBritish%253B%2BJapan%255D."	
11 Jun 1800	Pre 25	[Philadelphia; Gazette; Grenville; Mr. King; British; Honduras; Porcupine].	"Republican Watch-Tower, I (25)"	 			"[Philadelphia; Gazette; Grenville; Mr. King; British; Honduras; Porcupine]. (1800, June 11"	"[Philadelphia; Gazette; Grenville; Mr. King; British; Honduras; Porcupine]. (1800, June 11). Republican Watch-Tower, I (25)"	"[Philadelphia; Gazette; Grenville; Mr. King; British; Honduras; Porcupine]. (1800, June 11). Republican Watch-Tower, I (25), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109218D41EADCA50%40EANX-1236EB7D85AF75A8%402378658-1236EB7D8CED3440%400-1236EB7DAA9BA378%40%255BPhiladelphia%253B%2BGazette%253B%2BGrenville%253B%2BMr.%2BKing%253B%2BBritish%253B%2BHonduras%253B%2BPorcupine%255D."	
11 Jun 1800	Pre 73	[Department; State; Bay; Honduras; British; Spain; Settlements].	"Constitutional Telegraph, I (73)"	Eng embargo Amer			"[Department; State; Bay; Honduras; British; Spain; Settlements]. (1800, June 11"	"[Department; State; Bay; Honduras; British; Spain; Settlements]. (1800, June 11). Constitutional Telegraph, I (73)"	"[Department; State; Bay; Honduras; British; Spain; Settlements]. (1800, June 11). Constitutional Telegraph, I (73), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E7DD50AD75460%40EANX-10B3BE6E048FD0F0%402378658-10B3BE6E5ADD5D78%401-10B3BE6F7223CCD8%40%255BDepartment%253B%2BState%253B%2BBay%253B%2BHonduras%253B%2BBritish%253B%2BSpain%253B%2BSettlements%255D."	
17 Jun 1800	Pre 85	[Paramarabo; Masterton; Bay; Honduras; Mathogany; Logwood; Wm. Whitlock; May].	"American Citizen, I (85)"	 			"[Paramarabo; Masterton; Bay; Honduras; Mathogany; Logwood; Wm. Whitlock; May]. (1800, June 17"	"[Paramarabo; Masterton; Bay; Honduras; Mathogany; Logwood; Wm. Whitlock; May]. (1800, June 17). American Citizen, I (85)"	"[Paramarabo; Masterton; Bay; Honduras; Mathogany; Logwood; Wm. Whitlock; May]. (1800, June 17). American Citizen, I (85), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C89F2599BFC08%40EANX-10A08B1712909FE0%402378664-10A08B17566D1AA8%401-10A08B188F40A9C0%40%255BParamarabo%253B%2BMasterton%253B%2BBay%253B%2BHonduras%253B%2BMathogany%253B%2BLogwood%253B%2BWm.%2BWhitlock%253B%2BMay%255D."	
18 Jun 1800	Pre 285	[Paramarabo; Masterton; Bay; Honduras; Mahogany; Logwood; William Whitlock; May; Thundere].	"Spectator, III (285)"	 			"[Paramarabo; Masterton; Bay; Honduras; Mahogany; Logwood; William Whitlock; May; Thundere]. (1800, June 18"	"[Paramarabo; Masterton; Bay; Honduras; Mahogany; Logwood; William Whitlock; May; Thundere]. (1800, June 18). Spectator, III (285)"	"[Paramarabo; Masterton; Bay; Honduras; Mahogany; Logwood; William Whitlock; May; Thundere]. (1800, June 18). Spectator, III (285), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEC4158FF6DE8%40EANX-10DF8CC2FA3F5C98%402378665-10DF8CC34783F340%401-10DF8CC4760E5930%40%255BParamarabo%253B%2BMasterton%253B%2BBay%253B%2BHonduras%253B%2BMahogany%253B%2BLogwood%253B%2BWilliam%2BWhitlock%253B%2BMay%253B%2BThundere%255D."	
18 Jun 1800	Pre sn	"""A Correspondent observes, that Dover Cliff is the most eligible situation for the intended NAVAL."""	Times	Priv at Sea				"""A Correspondent observes, that Dover Cliff is the most eligible situation for the intended NAVAL."" Times, 18 June 1800"	"""A Correspondent observes, that Dover Cliff is the most eligible situation for the intended NAVAL."" Times, 18 June 1800, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS51257042/TTDA?u=camb55135&sid=TTDA&xid=feee97d9. Accessed 17 Feb. 2021."	
19 Jul 1800	Bur sn	"""News."""	Morning Chronicle [1770]	Eng embargo Amer				"""News."" Morning Chronicle [1770], 19 July 1800"	"""News."" Morning Chronicle [1770], 19 July 1800. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000822578/BBCN?u=camb55135&sid=BBCN&xid=7c60e37f. Accessed 16 Feb. 2021."	
7 Jan 1801	Pre 84	[American; Nassau; December; English; Admiral Parker; Honduras].	"Republican Watch-Tower, I (84)"	 			"[American; Nassau; December; English; Admiral Parker; Honduras]. (1801, January 7"	"[American; Nassau; December; English; Admiral Parker; Honduras]. (1801, January 7). Republican Watch-Tower, I (84)"	"[American; Nassau; December; English; Admiral Parker; Honduras]. (1801, January 7). Republican Watch-Tower, I (84), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109218D41EADCA50%40EANX-1236EB8EC04653E8%402378868-1236EB8EE6AF4648%401-1236EB8F1B34D800%40%255BAmerican%253B%2BNassau%253B%2BDecember%253B%2BEnglish%253B%2BAdmiral%2BParker%253B%2BHonduras%255D."	
11 Aug 1801	Pre 2813	[English; Patriot; John Salmer; Honduras; London; Charleston; Wednesday].	Mercantile Advertiser (2813)	 			"[English; Patriot; John Salmer; Honduras; London; Charleston; Wednesday]. (1801, August 11"	"[English; Patriot; John Salmer; Honduras; London; Charleston; Wednesday]. (1801, August 11). Mercantile Advertiser (2813)"	"[English; Patriot; John Salmer; Honduras; London; Charleston; Wednesday]. (1801, August 11). Mercantile Advertiser (2813), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10CF638E643D8EB0%402379084-10CF638EC8265D60%401-10CF6392EF625F00%40%255BEnglish%253B%2BPatriot%253B%2BJohn%2BSalmer%253B%2BHonduras%253B%2BLondon%253B%2BCharleston%253B%2BWednesday%255D."	
21 Nov 1801	Pre 6	[Capt. Wood; Eliza; Betsey; Cooper; New-York; Honduras].	"Weekly Museum, XIV (6)"	 			"[Capt. Wood; Eliza; Betsey; Cooper; New-York; Honduras]. (1801, November 21"	"[Capt. Wood; Eliza; Betsey; Cooper; New-York; Honduras]. (1801, November 21). Weekly Museum, XIV (6)"	"[Capt. Wood; Eliza; Betsey; Cooper; New-York; Honduras]. (1801, November 21). Weekly Museum, XIV (6), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBE6518A0CEBF8%40EANX-10DBE7064EDFB188%402379186-10DBE706C6E64FC8%402-10DBE707B0ED67E8%40%255BCapt.%2BWood%253B%2BEliza%253B%2BBetsey%253B%2BCooper%253B%2BNew-York%253B%2BHonduras%255D."	
21 Jan 1802	Pre 1332	From the Bay of Honduras.	"Commercial Advertiser, V (1332)"	Eng embargo Amer	Amer expelled		"From the Bay of Honduras. (1802, January 21"	"From the Bay of Honduras. (1802, January 21). Commercial Advertiser, V (1332)"	"From the Bay of Honduras. (1802, January 21). Commercial Advertiser, V (1332), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E924036998A0%40EANX-106D1F6F33F8CE98%402379247-106D1F6FAB104675%402-106D1F70F323ECA6%40From%2Bthe%2BBay%2Bof%2BHonduras."	
22 Jan 1802	Pre 2953	[Capt. Tryon; Bay; Honduras; American].	Mercantile Advertiser (2953)	 			"[Capt. Tryon; Bay; Honduras; American]. (1802, January 22"	"[Capt. Tryon; Bay; Honduras; American]. (1802, January 22). Mercantile Advertiser (2953)"	"[Capt. Tryon; Bay; Honduras; American]. (1802, January 22). Mercantile Advertiser (2953), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10CF6B4DB7E6F578%402379248-10CF6B4E44DB83D8%402-10CF6B51869CD348%40%255BCapt.%2BTryon%253B%2BBay%253B%2BHonduras%253B%2BAmerican%255D."	
22 Jan 1802	Pre 5272	From the Bay of Honduras.	"Daily Advertiser, XVIII (5272)"	 			"From the Bay of Honduras. (1802, January 22"	"From the Bay of Honduras. (1802, January 22). Daily Advertiser, XVIII (5272)"	"From the Bay of Honduras. (1802, January 22). Daily Advertiser, XVIII (5272), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10D9B28DE3E72598%402379248-10D9B28E62E82840%402-10D9B29025A16470%40From%2Bthe%2BBay%2Bof%2BHonduras."	
23 Jan 1802	Pre 15	[Capt. Tryon; Bay; Honduras; American; Immediately].	"Weekly Museum, XIV (15)"	 			"[Capt. Tryon; Bay; Honduras; American; Immediately]. (1802, January 23"	"[Capt. Tryon; Bay; Honduras; American; Immediately]. (1802, January 23). Weekly Museum, XIV (15)"	"[Capt. Tryon; Bay; Honduras; American; Immediately]. (1802, January 23). Weekly Museum, XIV (15), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBE6518A0CEBF8%40EANX-10DBE71E527F1F68%402379249-10DBE71ED8194BD8%402-10DBE71FE64BC1B8%40%255BCapt.%2BTryon%253B%2BBay%253B%2BHonduras%253B%2BAmerican%253B%2BImmediately%255D."	
28 Jan 1802	Pre 43	From the Bay of Honduras.	"Boston Commercial Gazette, XI (43)"	 			"From the Bay of Honduras. (1802, January 28"	"From the Bay of Honduras. (1802, January 28). Boston Commercial Gazette, XI (43)"	"From the Bay of Honduras. (1802, January 28). Boston Commercial Gazette, XI (43), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-1046F59C6B626644%402379254-1046F59CE8844BC7%402-1046F59E95E92016%40From%2Bthe%2BBay%2Bof%2BHonduras."	
29 Jan 1802	Pre 1339	[Capt. Rowland; Bay of Honduras; American; Charleston; Pupelworth].	"Commercial Advertiser, V (1339)"	 			"[Capt. Rowland; Bay of Honduras; American; Charleston; Pupelworth]. (1802, January 29"	"[Capt. Rowland; Bay of Honduras; American; Charleston; Pupelworth]. (1802, January 29). Commercial Advertiser, V (1339)"	"[Capt. Rowland; Bay of Honduras; American; Charleston; Pupelworth]. (1802, January 29). Commercial Advertiser, V (1339), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E924036998A0%40EANX-106D1F8300282861%402379255-106D1F8376007B77%402-106D1F84DF0D9F97%40%255BCapt.%2BRowland%253B%2BBay%2Bof%2BHonduras%253B%2BAmerican%253B%2BCharleston%253B%2BPupelworth%255D."	
30 Jan 1802	Pre 244	From the Bay of Honduras.	"Constitutional Telegraph, III (244)"	 			"From the Bay of Honduras. (1802, January 30"	"From the Bay of Honduras. (1802, January 30). Constitutional Telegraph, III (244)"	"From the Bay of Honduras. (1802, January 30). Constitutional Telegraph, III (244), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E7DD50AD75460%40EANX-10B3BD379F4F3688%402379256-10B3BD37F1C925D0%402-10B3BD396B8FFE28%40From%2Bthe%2BBay%2Bof%2BHonduras."	
30 Jan 1802	Pre 2960	[Capt. Rouland; Bay; Honduras; American; Taxa; Americans].	Mercantile Advertiser (2960)	 			"[Capt. Rouland; Bay; Honduras; American; Taxa; Americans]. (1802, January 30"	"[Capt. Rouland; Bay; Honduras; American; Taxa; Americans]. (1802, January 30). Mercantile Advertiser (2960)"	"[Capt. Rouland; Bay; Honduras; American; Taxa; Americans]. (1802, January 30). Mercantile Advertiser (2960), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10CF6D4E92961650%402379256-10CF6D4F47E2DC20%402-10CF6D532F406B98%40%255BCapt.%2BRouland%253B%2BBay%253B%2BHonduras%253B%2BAmerican%253B%2BTaxa%253B%2BAmericans%255D."	
