"ISSN";"Title";"Geographical sphere";"Comprises"
"2445-3617";"Marca. Suplemento gráfico de los martes";"Madrid";"Del 5/1/1943 al 19/9/1944"
"2174-9590";"Marina civil (Madrid. 1934)";"Madrid";"Del 01/01/1934 al 03/1936. Del n. 62 al n. 86"
"1887-9438";"La Marina española";"Madrid";"Del 06/11/1867 al 30/12/1868. Del n. 1 al n. 60"
"2386-3668";"A Mariña (Burela)";"Lugo";"De 1999 a 2007. 2014-"
"2605-4639";"La Mariposa (Barcelona)";"Barcelona";"20/1/1922, n.º 32"
"2660-1710";"La Mariseca (Salamanca)";"Salamanca";"25/8/1907"
"2174-4297";"Marmitón (Madrid)";"Madrid";"Del 11/1933 al 03/1934. Del n. 1 al n. 4"
"9975-5793";"Marruecos gráfico";"Marruecos";"Del 15/08/1926 al 03/10/1926"
"1889-9544";"Marte (Madrid)";"Madrid";"Del 05/09/1901 al 10/10/1901. Del n. 1 al n. 6"
"2171-0724";"Mar y tierra (Barcelona. 1900)";"Barcelona";"Del 03/02/1900 al 16/03/1901"
"2173-9951";"El Más allá del mañana";"Murcia";"01/1936. N. 1"
"1698-3602";"El Mata-moscas (Madrid)";"Madrid";"Del 03/02/1837 al 25/08/1837"
"2487-4639";"Mataró (Mataró. 1940)";"Barcelona";"Del 15/1/1942 al 31/3/1977"
"1131-3188";"La Medicina ecléctica";"Baleares";"Del 01/1849 al 11/1851. Del n. 1 al n. 35"
"2660-2040";"La Medicina rural (Guadalajara)";"Guadalajara";"15/4/1910"
"2094-9367";"Medicina y farmacia";"Filipinas";"Del 1/6/1886 al 30/8/1886. Del n. 1 al n. 6"
"1887-7354";"Medina (Madrid)";"Madrid";"Del 20/3/1941 al 30/12/1945"
"1695-5390";"Mediodía (Sevilla)";"Sevilla";"Del 07/1926 al 02/1929. Del n. 2 al n. 14"
"2254-1675";"Mediterráneo (Barcelona. 1926)";"Barcelona";"Del n. 72 (14/4/1928) al n. 90 (18/8/1928)"
"2341-5169";"Mediterráneo (Castellón de la Plana)";"Castellón";"De 1999 a 2009, 2017-"
"2341-5177";"Mediterráneo (Ed. Vila-Real)";"Castellón";"2/1/2017-"
"2444-0671";"Melilla hoy";"Melilla";"De 1999 a 2007"
"2605-4159";"Memoria / Biblioteca pública municipal de Chamartín de la Rosa";"Madrid";"1933/1935"
"2605-4167";"Memoria / Biblioteca Pública Municipal de Vallecas";"Madrid";"De 1933/1934 a 1935"
"2605-4264";"Memoria / Comité de Reforma, Reconstrucción y Saneamiento de Madrid";"Madrid";"1937/1938"
"2660-3365";"Memoria / Sociedad de Socorros Mutuos de Artesanos de Vitoria";"Álava";"De 1936 a 1937"
"2660-3209";"Memoria ... de la Sociedad Especial Minera Los Amigos de Reding";"Madrid";"1865 y 1869"
"2488-7811";"Memoria de Hacienda (Secretaría de Hacienda y Crédito Público)";"México";"De 1855/1856 a 1856/1857"
"2174-9450";"Memoria de la Biblioteca Nacional de España";"Madrid";"Del 1858 al 2018"
"2444-8745";"Memoria de la Junta de Gobierno del Cuerpo Colegiado de Caballeros Hijosdalgo de la Nobleza de Madrid";"Madrid";"1878, 1897 y 1899-1900"
"2605-4310";"Memoria de la Junta Delegada / Liceo Artístico y Literario de Madrid.";"Madrid";"De 1840 a 1843"
"2605-4671";"Memoria leída en el solemne reparto de premios a la virtud / Real Sociedad Económica Matritense de Amigos del País";"Madrid";"Del 1907 al 1910"
"2255-002X";"Memoria leída en la apertura del curso académico de ... en el Instituto Provincial de Monforte";"Lugo";"1861"
"0213-151X";"Memoria leída en la Junta General de Accionistas del Banco Español de San Fernando ...";"Madrid";"Del 1853 al 1856"
"1576-9801";"Memorial literario instructivo y curioso de la Corte de Madrid";"Madrid";"Del 01/1784 al 12/1790"
"1576-9828";"Memorial literario o Biblioteca periódica de ciencias, literatura y artes";"Madrid";"Del 1801 al 30/05/1808. Del n. 1 al n. 54"
"0211-0210";"Memoria que comprende el resumen de los trabajos verificados en el año de ... por las diferentes secciones de la Comisión encargada de formar el mapa geológico de la provincia de Madrid y el general del Reino";"Madrid";"Del 1850 al 1855"
"2335-4755";"Memoria que presenta la Junta Directiva de sus trabajos durante el .../Cámara Oficial de Comercio, Industria y Navegación de La Habana ";"Cuba";"Del 1891/1892 al 1896/1897"
"2171-0279";"Memorias consulares e informaciones";"Madrid";"Del 1900 al 1902. Del n. 1 al n. 39"
"2335-450X";"Memorias de la Real Sociedad Económica de La Habana";"Cuba";"N. 17 (marzo 1837)"
"2171-0287";"Memorias diplomáticas y consulares e informaciones";"Madrid";"Del 1902 al 1922. Del n. 40 al n. 734"
"2172-6388";"Memoria sobre la producción de los montes públicos de Filipinas";"Madrid";"De 1871/1872 a 1875/1876"
"2335-4747";"Memoria sobre los trabajos de la Caja de Ahorros, Descuentos y Depósitos de La Habana";"Cuba";"De 1845 a 1873"
"1578-6269";"Menorca (Mahón. Ed. impresa)";"Baleares";"2014-"
"2171-0406";"El Mensagero (Madrid. 1820)";"Madrid";"1820"
"1885-723X";"Mensagero de las Cortes";"Madrid";"Del 1/6/1834 al 28/2/1835"
"1889-8882";"El Mensagero de Sevilla";"Sevilla";"Del 09/02/1821 al 11/12/1822"
"2444-2909";"Mensajero leonés";"León";"Del 2/1/1905 al 30/12/1905"
"1889-8890";"El Mentidero (Madrid)";"Madrid";"Del 01/02/1913 al 15/04/1922. Del n. 1 al n. 476"
"2340-4477";"El Mentor de la infancia";"Madrid";"De 1843 a 1845"
"2172-2692";"Mercurio (Barcelona)";"Barcelona";"Del 03/12/1901 al 30/03/1916"
"0718-6037";"El Mercurio (Santiago de Chile)";"Chile";"Del 2/1/2006 al 17/9/2006"
"2171-1100";"Mercurio de España";"Madrid";"Del 01/1784 al 12/1830"
"0187-103X";"Mercurio de México";"México";"Del n. 146 al n. 157 (1740/1742)"
"0214-5502";"Mercurio español";"Madrid";"Del 1814 al 19/10/1814. Del n. 1 al n. 125"
"2486-7993";"Mercurio gaditano (Reimp. en Sevilla)";"Sevilla";"20/05/1814"
"2171-1097";"Mercurio histórico y político";"Madrid";"Del 01/1738 al 12/1783"
"2182-7109";"Mercurio lusitano";"Portugal";"Del 29/09/1813 al 28/06/1814"
"2253-7619";"La Mesa revuelta";"Madrid";"Del n. 1 (7/4/1875) al n. 57 (20/8/1876)"
"2173-092X";"El Metalúrgico (Madrid. 1927)";"Madrid";"Del n. 57 (1/1932) al n. 80 (12/1933)"
"2171-1119";"El Meteoro (Cádiz)";"Cádiz";"Del 13/07/1845 al 19/10/1845"
"2385-5266";"MG magazine";"Barcelona";"2016-"
"2171-6471";"El Militar español";"Madrid";"Del 03/07/1846 al 27/04/1848. Del n. 1 al n. 283"
"1699-0005";"Militares y paisanos";"Madrid";"Del 01/01/1896 al 20/12/1896. Del n. 1 al n. 52"
"1137-9812";"La Minería (Madrid)";"Madrid";"Del 15/08/1872 al 23/12/1874"
"2171-0414";"Minerva española";"Madrid";"01/04/1820"
"2171-1127";"Minerva o El Revisor general";"Madrid";"Del 01/1805 al 07/1818. "
"2171-3170";"Mi revista (Barcelona. 1936)";"Barcelona";"Del 15/10/1936 al 01/12/1938"
"2171-6137";"Mi revista (Barcelona. 1911)";"Barcelona";"Del n. 1 (4/1911) al n. 130 (15/1/1921)"
"1888-0835";"Miscelánea (Madrid)";"Madrid";"Desde el n. 1 (11/1899) al n. 59 (30/12/1900)"
"2171-0686";"Miscelánea de comercio, artes y literatura";"Madrid";"Del 01/10/1819 al 31/05/1820"
"2171-0732";"Miscelánea de comercio, política y literatura";"Madrid";"Del 01/06/1820 al 24/09/1821"
"2254-3775";"Miscelánea turolense";"Madrid";"Del n. 1 (10/3/1891) al n. 23 (15/1/1901)"
"2254-2973";"El Mochuelo literato";"Madrid";"Del n. 1 al n. 10 (1820)"
"1889-8793";"La Moda elegante (Cádiz)";"Cádiz";"Del 03/01/1861 al 01/12/1923"
"2173-1381";"Modelos (Barcelona)";"Barcelona";"Del n. 1 (4/1929) al n. 9 (12/1929)"
"1576-6101";"La Monarquía (Madrid. 1887)";"Madrid";"Del 09/10/1887 al 14/08/1890"
"1886-7251";"Mondariz (Madrid)";"Madrid";"Del 01/05/1915 al 20/04/1922. Del n. 1 al n. 46"
"0395-2037";"Le Monde (Paris. 1944)";"Francia";"De 1995 a 2009"
"2478-852X";"La Moneda de hierro";"Madrid";"De 1979 a 1980"
"2171-5904";"Monigotes (Madrid)";"Madrid";"Del 06/10/1892 al 10/12/1892. Del n. 1 al n. 10"
"2171-0864";"The Monigoty (Barcelona)";"Barcelona";"Del 02/09/1897 al 09/12/1897"
"2171-7486";"El Monitor de la salud de las familias y de la salubridad de los pueblos";"Madrid";"Del 1/1/1858 al 15/12/1864"
"2171-1135";"El Monitor de primera enseñanza";"Barcelona";"Del 02/01/1864 al 15/10/1864"
"1131-1835";"El Monitor sanitario";"Madrid";"De 1908 a 1934"
"2171-2557";"El Mono azul";"Madrid";"Del 1936 al 09/12/1937"
"1885-5261";"Monos (Madrid)";"Madrid";"Del 10/12/1904 al 29/12/1906"
"2341-4642";"La Montaña (Santa María de Oza)";"La Coruña";"Del 10/7/1898 al 2/4/1899"
"9957-3199";"Monterrey (Río de Janeiro)";"Brasil";"Del 1930 al 1936. Del n. 3 al n. 13"
"2173-9854";"Montes e industrias";"Madrid";"Del 11/1930 al 11/1934. Del n. 1 al n. 47"
"2043-4510";"The Monthly magazine or British register";"Gran Bretaña";"Del n. 111 (1/2/1804) al n. 117 (28/7/1804)"
"2077-298X";"El Moro Muza (1859)";"Cuba";"Del 16/10/1859 al 12/09/1869"
"2077-3005";"El Moro Muza (1869)";"Cuba";"Del 18/09/1869 al 18/06/1876"
"2173-500X";"El Mortero (Madrid)";"Madrid";"Del 01/1896 al 27/12/1897. Del n. 71 al n. 173"
"2171-5912";"La Mosca blanca";"Barcelona";"Del n. 1 (19/11/1891) al n. 21 (25/5/1892)"
"1889-8904";"El Motín (Madrid)";"Madrid";"Del 10/04/1881 al 11/9/1926"
"2172-0673";"Motoavión (Madrid)";"Madrid";"Del n. 1 (15/4/1928) al n. 161 (25/12/1934)"
"2253-9956";"Motociclismo (Madrid. 1918)";"Madrid";"Del 1/1918 al 3/1921"
"2531-0291";"Motor (Madrid. 1991)";"Madrid";"11/1/2017-"
"2171-7222";"El Movimiento católico";"Madrid";"Del 20/6/1895 al 5/10/1897 "
"2340-4531";"Los Muchachos (Madrid)";"Madrid";"Del n. 1 (17/5/1914) al n. 431 (3/9/1922)"
"2171-1291";"Muchas gracias (Madrid)";"Madrid";"Del 02/02/1924 al 20/02/1932. Del n. 1 al n. 415"
"9974-1911";"Muerte política de la República Mexicana";"México";"Del n. 1 al n. 34. 1829"
"1698-0417";"La Mujer (Madrid. 1852)";"Madrid";"Del 7/3/1852 al 17/10/1852"
"1698-0360";"La Mujer (Madrid. 1871)";"Madrid";"Del 21/5/1871 al 30/8/1871. Del n. 1 al n. 12"
"1698-0425";"Mujer (Madrid. 1931)";"Madrid";"Del 6/6/1931 al 8/8/1931"
"2173-0970";"Mundial (Madrid)";"Madrid";"Del n. 1 (4/1936) al n. 4 (7/1936)"
"9971-3322";"Mundial magazine";"Francia";"Del 05/1911 al 04/1914"
"1695-5676";"El Mundo, El Correo de Burgos";"Madrid";"2010, 17/12/2016-"
"2173-2531";"El Mundo (Madrid. 1874)";"Madrid";"Del 8/1/1874 al 6/3/1874"
"1889-8815";"El Mundo alegre (Madrid. 1890)";"Madrid";"1890. Del n. 1 al n. 10"
"1575-0086";"El Mundo Andalucía";"Sevilla";"17/12/2016-"
"2172-5381";"El Mundo artístico";"Barcelona";"Del n. 21 (16/2/1901) al n. 64 (4/1/1902)"
"2173-1004";"El Mundo artístico y monumental";"Barcelona";"Del n. 1 al n. 79 (1920)"
"2172-1092";"El Mundo científico (Barcelona. 1899)";"Barcelona";"Del n. 1 (20/5/1899) al n. 588 (8/7/1911)"
"1886-8568";"El Mundo cómico";"Madrid";"Del 03/11/1872 al 25/03/1876"
"2171-9934";"El Mundo de las aventuras";"Barcelona";"Del 10/1892 al 3/1896"
"2171-3650";"El Mundo de los niños (Madrid)";"Madrid";"Del 10/01/1887 al 30/12/1891"
"1134-4261";"El Mundo del siglo veintiuno";"Madrid";"De 1989 a 2009, 17/12/2016-"
"1576-6888";"El Mundo del siglo veintiuno, El Día de Baleares (Ed. impresa)";"Baleares";"17/12/2016-"
"1138-5723";"El Mundo del siglo veintiuno (Ed. Alicante)";"Alicante";"17/12/2016-"
"1138-5251";"El Mundo del siglo veintiuno (Ed. Castellón)";"Castellón";"2017-"
"1578-6080";"El Mundo del siglo veintiuno (Ed. Ibiza y Formentera)";"Baleares";"2017-"
"1697-0179";"El Mundo del siglo veintiuno (Ed. nacional)";"Madrid";"17/12/2016-"
"1138-5715";"El Mundo del siglo veintiuno (Ed. Valencia)";"Valencia";"17/12/2016-"
"1138-137X";"El Mundo del siglo veintiuno de Catalunya";"Barcelona";"17/12/2016-"
"1138-1388";"El Mundo del siglo XXI Castilla y León";"Valladolid";"2000-2006, 2017-"
"2014-5373";"Mundo deportivo (Barcelona. Ed. Atlético de Madrid)";"Barcelona";"2016-"
"2445-1193";"Mundo deportivo (Barcelona. Ed. Bizkaia-Araba)";"Barcelona";"2016-"
"2445-1207";"Mundo deportivo (Barcelona. Ed. Gipuzkoa)";"Barcelona";"2016-"
"2014-0584";"El Mundo deportivo (Barcelona. Ed. impresa)";"Barcelona";"1906-2008,2016-"
"1886-7006";"El Mundo, Diario de Soria";"Soria";"De 2006 a 2009 y del 17/12/2016 al 20/9/2017"
"1576-6918";"El Mundo diario de Valladolid del siglo veintiuno";"Valladolid";"17/12/2016-"
"1886-7030";"El Mundo en auto";"Barcelona";"Del 5/1925 al 10/1925. Del n. 14 al 18"
"2171-0872";"Mundo femenino (Madrid. 1921)";"Madrid";"Del 01/07/1934 al 01/03/1936. Del n. 100 al n. 112"
"1579-847X";"Mundo gráfico";"Madrid";"Del 02/11/1911 al 7/12/1938"
"2531-0941";"El Mundo heraldo diario de Soria";"Soria";"21/9/2017-"
"2171-5416";"El Mundo ilustrado (Barcelona)";"Barcelona";"Del 1879 al 1883. Del n. 1 al n. 200"
"1886-8053";"El Mundo militar (Madrid. 1859)";"Madrid";"Del 13/11/1859 al 27/08/1865"
"2487-2946";"El Mundo moderno";"Madrid";"Del 22/2/1881 al 10/7/1881"
"2171-1305";"El Mundo naval ilustrado";"Madrid";"Del 01/05/1897 al 30/12/1901"
"2171-1321";"El Mundo nuevo (Madrid)";"Madrid";"Del 01/04/1851 al 13/07/1851"
"1886-886X";"El Mundo pintoresco";"Madrid";"Del 11/04/1858 al 30/12/1860. Del n. 1 al n. 53"
"2660-2490";"Murcia nueva";"Murcia";"3/7/1910"
"2173-9579";"Museo criminal";"Madrid";"Del 01/01/1904 al 15/08/1909. Del n. 1 al  n. 135"
"1578-6536";"El Museo de familias (Barcelona)";"Barcelona";"Del 1838 al 1841. Del n. 1 al n. 5"
"2172-7120";"El Museo de la industria";"Madrid";"De 10/1869 a 5/1873"
"2171-1453";"Museo de las familias (Madrid)";"Madrid";"Del 25/01/1843 al 01/04/1870"
"2340-5856";"Museo de los niños (Madrid. 1842)";"Madrid";"Del n. 1 (17/4/1842) al n. 48 (1843)"
"2171-0899";"Museo de los niños (Madrid. 1847)";"Madrid";"Del 04/1847 al 12/1850"
"9975-598X";"El Museo mexicano, o Miscelánea pintoresca de amenidades curiosas é instructivas";"México";"Del 1843 al 1845"
"2171-9918";"El Museo popular";"Madrid";"Del n. 1 (1887) al n. 104 (1889)"
"1889-8440";"El Museo universal";"Madrid";"Del 15/01/1857 al 28/11/1869"
"2172-3494";"Música (Barcelona. 1929)";"Barcelona";"Del 9/1929 al 1/1931"
"2172-5977";"Música (Barcelona. 1938)";"Barcelona";"Del n. 3 (3/1938) al n. 5 (6/1938)"
"1578-3375";"Música (Madrid)";"Madrid";"Del 01/01/1917 al 15/12/1917"
"2172-5225";"La Música ilustrada hispano-americana";"Barcelona";"Del n. 1 (25/12/1898) al n. 65 (5/1902)"
"2172-5993";"Musical-Hermes";"Barcelona";"Del n. 1 (1/1928) al n. 24 (6/1930)"
"2478-902X";"La Música religiosa en España";"Madrid";"Del 1/1896 al 6/1899"
"2171-3359";"Musicografía (Monóvar)";"Alicante";"Del 05/1933 al 06/1936. Del n. 1 al n. 38"
"2171-6757";"La Nación (Madrid. 1916)";"Madrid";"Del 23/10/1916 al 31/12/1918"
"2171-7362";"La Nación (Madrid. 1849)";"Madrid";"Del 1/5/1849 al 22/11/1873"
"1132-046X";"La Nación (Madrid)";"Madrid";"Del 19/10/1925 al 13/3/1936"
"1886-5380";"El Nacional (Madrid. 1835)";"Madrid";"Del 10/1/1836 al 26/8/1836"
"1887-1208";"La Nación militar";"Madrid";"Del 01/01/1899 al 28/12/1912. Del n. 1 al n. 731"
"2335-5530";"Nadie parecía (Habana)";"Cuba";"Del n. 1 (9/1942) al n. 10 (3/1944)"
"2174-3711";"El Nalón (Oviedo)";"Asturias";"Del 10/04/1842 al 17/07/1842"
"2253-9417";"Navarra (Tudela)";"Navarra";"Del 14/11/1931 al 11/8/1934"
"2171-8229";"Navegación, puertos, industrias del mar";"Madrid";"Del 01/1934 al 08/1934. Del n. 1 al  n. 8"
"1887-9411";"Navegación (Barcelona)";"Barcelona";"Del 25/11/1918 al 9/1921"
"2605-4256";"Neko (Madrid)";"Madrid";"Del 4/1935 al 6/1936. Del n. 1 al n. 8"
"0214-5529";"El Nene (Madrid)";"Madrid";"Del 1859 al 26/05/1860. Del n. 1 al n. 20"
"2444-2682";"El Nervión (Bilbao. 1856)";"Vizcaya";"Del 23/6/1856 al 28/11/1856"
"2444-2674";"El Nervión (Bilbao. 1891)";"Vizcaya";"Del 29/12/1902 al 30/6/1936"
"2340-549X";"La Niñez (Madrid)";"Madrid";"Del 1/1879 al 12/1882"
"2173-5603";"Los Niños (Barcelona)";"Barcelona";"Del 01/01/1883 al 11/12/1886"
"2172-9557";"Los Niños (Madrid)";"Madrid";"De 1870 a 1876"
"1698-000X";"La Noche (Madrid)";"Madrid";"Del 29/11/1911 al 7/4/1912"
"2173-7851";"El Norte (Madrid. 1853)";"Madrid";"Del 04/04/1853 al 06/06/1853. Del n. 1 al n. 9"
"2174-9906";"El Norte comercial y financiero";"Madrid";"Del n. 21 (4/1932) al n. 24 (7/1932)"
"2171-4681";"El Norte de Castilla";"Valladolid";"De 1999 a 2009, 2014, 2016-"
"2171-4878";"El Norte de Castilla (Ed. de Palencia)";"Palencia";"De 1999 a 2007, 2014, 2016-"
"2341-1171";"El Norte de Castilla (Ed. de Salamanca)";"Salamanca";"2014-"
"2171-4908";"El Norte de Castilla (Ed. Segovia)";"Valladolid";"2014-"
"2171-3448";"El Norte de Madrid (Madrid)";"Madrid";"Del 10/04/1914 al 24/12/1916"
"2254-4852";"Nosotros (Madrid. 1838)";"Madrid";"Del n. 1 (1/2/1838) al n. 359 (30/3/1839)"
"2341-4693";"Nosotros (Valencia. 1936)";"Valencia";"Del 4/3/1937 al 10/2/1938"
"2254-0687";"El Notario (Madrid)";"Madrid";"Del n. 1 (5/1/1852) al n. 49 (6/12/1852)"
"0369-5050";"Notas y comunicaciones del Instituto Geológico y Minero de España";"Madrid";"De 1928 a 1967"
"1885-3692";"No the times";"Madrid";"Del 21/02/1926 al 24/10/1926"
"2171-746X";"Noticia de los faros, fanales y luces de puerto de las costas de España";"Madrid";"De 1855 a 1857"
"2171-1461";"El Noticiador ingenuo";"Madrid";"30/04/1823"
"2255-1182";"Noticia histórica de los principios, progreso y erección de la Real Academia de las Nobles Artes ... de San Carlos,  y relación de los premios ...";"Valencia";"1773"
"2340-5783";"Las Noticias (Barcelona)";"Barcelona";"Del 19/2/1898 al 31/12/1902"
"2660-1974";"Las Noticias (Badajoz)";"Badajoz";"1/10/1910"
"2660-1672";"Las Noticias (Santa Olalla)";"Toledo";"24/9/1911"
"1887-827X";"Noticias de Gipuzkoa";"Guipúzcoa";"2014-"
"2171-147X";"Noticias fidedignas ...";"Cádiz";"08/1808"
"2660-1931";"El Noticiero (Cáceres)";"Cáceres";"20/9/1910"
"2171-1488";"El Noticioso sevillano";"Sevilla";"1822. Del n. 1 al n. 7"
"2427-1411";"Le Nouveau socialiste";"Francia";"Del 26/10/1972 al 15/11/1976"
"2660-3357";"Nova Catalunya (Madrid)";"Madrid";"18/7/1938. N. 7"
"1889-8823";"La Novela ilustrada";"Madrid";"Del 15/12/1884 al 20/08/1886"
"2171-7516";"Nuestra emigración";"Madrid";"Del 01/1917 al 12/1928"
"2107-5662";"Nuestro cinema";"Francia";"Del 09/1932 al 02/1935"
"2171-0910";"Nuestro diario ";"Madrid";"Del 01/02/1937 al 31/12/1937. Del n. 1 al n. 269"
"2171-9837";"Nuestro ejército (Barcelona)";"Barcelona";"n. 1 (4/1938)"
"2173-2450";"Nuestros hogares";"Madrid";"Del 05/1934 al 02/1936. Del n. 5 al n. 22"
"1576-6519";"Nuestro tiempo (Madrid)";"Madrid";"Del 01/1901 al 12/1926. Del n. 1 al n. 336"
"2174-9949";"Nueva academia heráldica";"Madrid";"Del 3/1913 al 1/1924"
"1889-3228";"Nueva Alcarria";"Guadalajara";"Del 8/1/1999 al 31/12/2009"
"2660-1842";"Nueva Écija";"Sevilla";"30/11/1911"
"2173-9455";"Nueva era (Barcelona. 1912)";"Barcelona";"11/1914. N. 4"
"2660-1583";"Nueva era (Marchena)";"Sevilla";"23/4/1911"
"2253-7449";"Nueva era (Toledo)";"Toledo";"Del n. 3 (16/9/1935) al n. 12 (14/2/1936)"
"1131-8279";"La Nueva España";"Asturias";"Del 19/12/1936 al 31/12/2009"
"2174-9892";"Nueva España (Tenerife)";"Santa Cruz de Tenerife";"Del n. 20 (6/1938) al n. 23 (9/1938)"
"1136-1549";"La Nueva España de Avilés y comarca";"Asturias";"Del 23/7/1991 al 10/12/2005"
"1136-1557";"La Nueva España de Gijón";"Asturias";"Del 1/2/1994 al 10/12/2005"
"1136-4955";"La Nueva España de las Cuencas";"Asturias";"Del 17/4/1996 al 10/12/2005"
"1577-4902";"La Nueva España del occidente";"Asturias";"Del 1/3/2001 al 10/12/2005"
"1577-4910";"La Nueva España del oriente";"Asturias";"Del 1/3/2001 al 10/12/2005"
"1130-7544";"La Nueva Iberia";"Madrid";"Del 3/1/1868 al 29/9/1868"
"1885-4982";"La Nueva lidia";"Madrid";"Del 07/05/1884 al 02/11/1886"
"2171-8547";"Nueva República";"Madrid";"Del n. 1 (1936) al n. 40 (9/1937)"
"2444-2712";"Nuevas efemérides de España históricas y literarias";"Madrid";"Del n. 1 (2/4/1805) al n. 50 (27/9/1805)"
"2444-2704";"Nuevas efemérides de España políticas, literarias y religiosas";"Madrid";"Del 10/1805 al 03/1806"
"1889-7975";"Nuevas ordinarias de los sucessos del Norte";"Madrid";"Del 16/11/1683 al 11/12/1696"
"2660-2288";"La Nueva unión";"Cáceres";"3/7/1910"
"2487-3632";"Nuevo Aragón";"Zaragoza";"Del 2/4/1937 al 20/6/1937"
"1887-9950";"El Nuevo avisador";"Madrid";"Del 1/10/1842 al 6/10/1845"
"2171-2735";"El Nuevo daguerrotipo";"Madrid";"Del 02/04/1852 al 10/05/1852. Del n. 1 al n. 6"
"1889-8513";"Nuevo diario de Madrid";"Madrid";"Del 01/02/1821 al 22/05/1823"
"1576-9755";"El Nuevo Don Quixote de Sevilla";"Sevilla";"1812. Del n. 1 al n. 2"
"1133-9535";"El Nuevo lunes de la economía y la sociedad (Ed. impresa)";"Madrid";"Del 27/12/1999 al 22/12/2003"
"1579-7562";"El Nuevo Mercurio";"Barcelona";"Del 01/1907 al 12/1907. Del n. 1 al n. 12"
"2171-116X";"El Nuevo Meteoro";"Cádiz";"Del 05/01/1845 al 29/06/1845"
"1699-8677";"Nuevo mundo (Madrid)";"Madrid";"Del 03/01/1895 al 28/12/1933"
"2487-6631";"El Nuevo porvenir";"Madrid";"Del 15/1/1887 al 29/1/1887"
"2174-758X";"El Nuevo régimen";"Madrid";"Del 17/01/1891 al 01/12/1927"
"2605-4124";"Nuevo semanario erudito";"Madrid";"1816. Del n. 1 al n. 2"
"1577-6506";"El Nuevo siglo ilustrado";"Madrid";"Del 07/03/1869 al 31/10/1869"
"1577-3515";"Nuevo teatro crítico";"Madrid";"De 1891 a 1893"
"2173-9668";"Oasis (Madrid)";"Madrid";"Del 11/1934 al 01/1936. Del n. 1 al  n. 15"
"2253-7600";"El Obrero gráfico";"Madrid";"Del n. 1 (1/3/1908) al n. 94 (4/1936)"
"2487-4388";"El Observador (Cádiz)";"Cádiz";"Del 6/7/1810 al 28/9/1810. Del n. 1 al 16"
"2659-8655";"El Observador (Madrid. 1787)";"Madrid";"1787. Del n. 1 al n. 6"
"2171-7184";"El Observador (Madrid. 1848)";"Madrid";"Del 25/01/1848 al 26/02/1853. Del n. 1 al n. 1635"
"2171-3839";"El Observador político y militar de España";"Valencia";"Del 01/06/1809 al 15/08/1809"
"1577-9874";"Observatorio pintoresco";"Madrid";"Del 1837 al 30/10/1837. Del n. 1 al n. 17"
"2605-4329";"OCEAR (Valencia)";"Valencia";"Del 1/9/1937 al 2/1938"
"2444-6718";"Las Ocurrencias (Madrid. 1911)";"Madrid";"Del n. 2 (19/5/1911) al n. 138 (26/12/1913)"
"2444-670X";"Las Ocurrencias ilustradas";"Madrid";"N. 1 (12/5/1911) "
"2340-5848";"La Ofrenda infantil";"Madrid";"11/3/1923"
"2171-7230";"El Ómnibus de ... (Madrid. 1858)";"Madrid";"1859"
"2531-0194";"On Barcelona";"Barcelona";"24/3/2017-"
"2531-0208";"On Barcelona (Ed. en català)";"Barcelona";"24/3/2017-"
"1889-8416";"Ondas (Madrid)";"Madrid";"Del 01/06/1925 al 28/12/1935"
"2660-177X";"La Opinión (Águilas)";"Murcia";"28/9/1911"
