ID	NO	START 0	LOG T ENG F ALL	Q 0	CF 0	LOG T JAM F ALL	Q 1	CF 1	LOG T BOS F ALL	Q 2	CF 2	NOTE 0	LOG T NYC F ALL	Q 3	CF 3	ALL T ENG F SWI	LOG T ENG F SWI	MAH T ENG F SWI	CF 4	ALL T ENG F HON	LOG T ENG F HON	MAH T ENG F HON	CF 5	ALL T ENG F MOS	LOG T ENG F MOS	MAH T ENG F MOS	CF 6	ALL T SCOT F HON	LOG T SCOT F HON	MAH T SCOT F HON	CF 7	ALL T GB F FWI	LOG T GB F FWI	MAH T GB F FWI	CF 8	ALL T GB F BWI	LOG T GB F BWI	MAH T GB F BWI	CF 9	ALL T GB F HON 0	LOG T GB F HON	MAH T GB F HON	CF 10	ALL T HON F ALL 1	ALL T ALL F HON 1	ALL T ALL F HON REEXP 1	ALL T HON F GB 1	ALL T GB F HON 1	CF 11	NOTE 1	ALL T HON F ALL 2	ALL T ALL F HON 2	ALL T ALL F HON REEXP 2	ALL T HON F GB 2	ALL T GB F HON 2	CF 12	NOTE 2	END	
T 492	492	1916	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$2,430,854.00"	"$2,413,964.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 494	494	1917	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$2,628,600.00"	"$2,637,246.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 496	496	1918	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$3,354,619.00"	"$3,451,757.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 498	498	1919	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,417,623.00"	"$4,185,782.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 500	500	1920	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$5,529,266.00"	"$4,747,359.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 502	502	1921	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$3,145,475.00"	"$2,865,403.00"	xnp	xnp	xnp	Cmd. 2738	xnp	###	
T 504	504	1922	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$3,095,863.00"	"$1,374,564.00"	"$1,267,040.00"	xnp	xnp	Cmd. 3434	"Exp = FOB, exc export duty, for > 1921"	###	
T 506	506	1923	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$3,798,030.00"	"$1,244,831.00"	"$1,757,015.00"	xnp	xnp	Cmd. 3434	"Imports = net value, exc outside packages, insurance, freight, duty, for > 1921"	###	
T 508	508	1924	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$3,664,040.00"	"$1,537,623.00"	"$1,591,520.00"	xnp	xnp	Cmd. 3434	xnp	###	
T 510	510	1925	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,248,174.00"	"$1,517,717.00"	"$1,846,656.00"	xnp	xnp	Cmd. 3434	xnp	###	
T 512	512	1926	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,764,908.00"	"$1,798,856.00"	"$1,894,978.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 514	514	1927	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,229,371.00"	"$2,457,978.00"	"$1,817,165.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 516	516	1928	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,192,753.00"	"$1,753,083.00"	"$2,050,604.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 518	518	1929	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,755,753.00"	"$1,812,587.00"	"$2,760,076.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 520	520	1930	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,632,168.00"	"$1,318,245.00"	"$2,943,166.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 522	522	1931	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$4,412,460.00"	"$599,619.00"	"$2,293,198.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 524	524	1932	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$2,961,475.00"	"$384,488.00"	"$1,405,213.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 526	526	1933	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$1,798,856.00"	"$462,301.00"	"$627,082.00"	xnp	xnp	Cmd. 5298	xnp	###	
T 528	528	1934	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$1,716,465.00"	"$787,285.00"	"$563,001.00"	xnp	xnp	Cmd. 6140	xnp	###	
T 530	530	1935	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$2,499,174.00"	"$869,676.00"	"$709,472.00"	xnp	xnp	Cmd. 6140	xnp	###	
T 532	532	1936	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£658,000.00"	"£270,000.00"	"£208,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,011,825.00"	"$1,235,855.00"	"$952,066.00"	xnp	xnp	Cmd. 6140	xnp	###	
T 534	534	1937	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£801,000.00"	"£286,000.00"	"£232,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,680,102.00"	"$1,313,668.00"	"$1,066,497.00"	xnp	xnp	Cmd. 6140	xnp	###	
T 536	536	1938	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£821,000.00"	"£372,000.00"	"£293,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,702,988.00"	"$1,679,847.00"	"$1,322,823.00"	xnp	xnp	Cmd. 6140	xnp	###	
T 538	538	1939	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£795,000.00"	"£311,000.00"	"£245,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,532,320.00"	"$2,519,900.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 540	540	1940	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£823,000.00"	"£402,000.00"	"£349,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,316,690.00"	"$3,038,620.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 542	542	1941	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£931,000.00"	"£439,000.00"	"£394,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,751,930.00"	"$3,356,990.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 544	544	1942	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£983,000.00"	"£311,000.00"	"£323,000.00"	xnp	xnp	Cmd. 7224	xnp	"$3,965,520.00"	"$2,555,020.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 546	546	1943	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,410,000.00"	"£441,000.00"	"£488,000.00"	xnp	xnp	Cmd. 7224	xnp	"$5,686,330.00"	"$3,743,870.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 548	548	1944	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,827,000.00"	"£462,000.00"	"£1,049,000.00"	xnp	xnp	Cmd. 7224	xnp	"$7,362,810.00"	"$6,085,300.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 550	550	1945	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,944,000.00"	"£490,000.00"	"£731,000.00"	xnp	xnp	Cmd. 7224	xnp	"$7,838,350.00"	"$4,920,630.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 552	552	1946	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,683,000.00"	"£872,000.00"	"£424,000.00"	xnp	xnp	Cmd. 8051	xnp	"$6,782,490.00"	"$5,222,880.00"	xnp	xnp	xnp	Cmd. 7167	xnp	###	
T 554	554	1947	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£2,148,000.00"	"£1,053,000.00"	"£471,000.00"	xnp	xnp	Cmd. 8051	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 556	556	1948	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$7,669,906.00"	"$6,142,601.00"	xnp	xnp	xnp	Col Rep 1949	xnp	###	
T 558	558	1949	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$5,620,605.00"	"$4,564,847.00"	xnp	xnp	xnp	Col Rep 1949	xnp	###	
T 560	560	1950	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$8,782,607.00"	"$4,594,936.00"	"$161,711.00"	xnp	xnp	Col Rep 1952	Import = CIF	###	
T 562	562	1951	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$12,407,332.00"	"$5,985,700.00"	"$248,431.00"	xnp	xnp	Col Rep 1952	xnp	###	
T 564	564	1952	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$12,671,851.00"	"$5,615,483.00"	"$574,504.00"	xnp	xnp	Col Rep 1952	xnp	###	
T 566	566	1953	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$11,764,015.00"	"$6,810,486.00"	"$684,421.00"	xnp	xnp	Col Rep 1954	xnp	###	
T 568	568	1954	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$11,409,568.00"	"$6,226,568.00"	"$1,061,258.00"	xnp	xnp	Col Rep 1954	xnp	###	
T 570	570	1955	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$14,339,799.00"	"$7,014,226.00"	"$1,172,649.00"	xnp	xnp	Col Rep 1956	xnp	###	
T 572	572	1956	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$15,850,630.00"	"$7,486,507.00"	"$2,486,533.00"	xnp	xnp	Col Rep 1956	xnp	###	
T 574	574	1957	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$15,108,063.00"	"$7,352,262.00"	"$1,591,139.00"	xnp	xnp	Col Rep 1958	xnp	###	
T 576	576	1958	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$18,516,241.00"	"$7,768,062.00"	"$1,319,813.00"	xnp	xnp	Col Rep 1958	xnp	###	
T 578	578	1959	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 580	580	1960	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$18,783,607.00"	"$10,164,943.00"	"$1,062,512.00"	xnp	xnp	Col Rep 1959-61	xnp	###	
T 582	582	1961	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$22,708,464.00"	"$11,186,533.00"	"$1,215,769.00"	xnp	xnp	Col Rep 1959-61	xnp	###	
T 584	584	1962	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$31,202,647.00"	"$8,251,986.00"	"$4,128,534.00"	xnp	xnp	Col Rep 1962-63	xnp	###	
T 586	586	1963	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$27,553,446.00"	"$15,430,016.00"	"$3,141,978.00"	xnp	xnp	Col Rep 1962-63	xnp	###	
T 588	588	1964	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$33,900,819.00"	"$17,134,327.00"	"$2,058,366.00"	xnp	xnp	Col Rep 1964-65	xnp	###	
T 590	590	1965	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"$34,987,986.00"	"$15,216,520.00"	"$2,246,542.00"	xnp	xnp	Col Rep 1964-65	xnp	###	
T 592	592	1966	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
